compressible,turbulent,channel,data
0.0,0.0,1.0,1.0
0.027914779487016,0.000335742981032,1.00612005103952,0.993922549024425
0.096636900254347,0.002610822909527,1.01206648052274,0.988098048482885
0.189321456077039,0.008867081207217,1.0178222832231,0.982531318659098
0.294402684007959,0.020984075516653,1.02336781951231,0.977230155245043
0.40419611610081,0.040284417174061,1.02868058029149,0.972204713070298
0.513924309494919,0.067288055837082,1.03373799208237,0.967465814299386
0.62086496403416,0.101660838744142,1.03852087795747,0.963021345810934
0.7236662068016,0.142381389416571,1.04301542728418,0.958875086645722
0.821816364352892,0.18798215185106,1.04721408807138,0.955025853844863
0.915255166088348,0.236816053663592,1.05111561858557,0.951467740118541
1.00411655698901,0.287265316178144,1.05472450331773,0.948190614968916
1.08857888950496,0.337890371386562,1.05805005088064,0.94518099798176
1.16879278788325,0.387506342956005,1.06110526510428,0.942422998393599
1.24485780769692,0.435209598814231,1.06390576780891,0.939899224951868
1.31682701884481,0.480365202136444,1.06646875781649,0.937591615976542
1.38472318306533,0.522574251278554,1.06881218595437,0.935482080759571
1.44855773849827,0.561630854292402,1.07095406012252,0.933553018806867
1.5083471447786,0.597477872014624,1.07291194589049,0.931787671448741
1.56412557873423,0.630166377209521,1.07470261024534,0.930170355411668
1.61595287975624,0.659821356296805,1.07634181214181,0.928686570855499
1.66391765827438,0.686614183689061,1.07784414600756,0.927323083306749
1.70813434661308,0.710742572343446,1.07922304050497,0.926067861327004
1.74873730998932,0.732415168422287,1.08049070971605,0.924910085125714
1.78587339669081,0.751841352595821,1.08165823412615,0.923840030224537
1.81969830552757,0.769224201627187,1.08273559581834,0.922849010369096
1.8503755575818,0.784756505681344,1.08373175771118,0.921929287628423
1.87807647127076,0.798618079693101,1.08465477853594,0.921073942903898
1.90297904812675,0.810974912355515,1.08551181354642,0.920276876302415
1.92526680913817,0.821978413952669,1.08630929853573,0.91953261704453
1.94512754626668,0.831765623276937,1.08705294835103,0.918836335182342
1.96274947926529,0.840460017871652,1.08774787790971,0.918183710087386
1.97831480947223,0.848172068580121,1.08839864366237,0.917570909272865
1.99199346098007,0.855000716065076,1.08900936802569,0.916994456333497
2.00394082166443,0.861033430689688,1.08958369802269,0.916451283850201
2.01429753063754,0.866347835350086,1.09012491920061,0.915938618836331
2.02318979071735,0.87101184176129,1.09063597869865,0.915453971255501
2.03072857383371,0.875084611820249,1.091119514957,0.914995106977792
2.0370097918472,0.878617627297533,1.09157792806403,0.914559982289353
2.04211756040327,0.881656331525621,1.09201335593291,0.914146773399319
2.04612805575811,0.884241829114477,1.09242775941854,0.913753791408031
2.04911321136183,0.886412426637362,1.09282287960542,0.913379535168817
2.05114019901116,0.888204294707742,1.09320030533971,0.91302261965908
2.05226643529426,0.889651305938812,1.09356145719874,0.912681801490793
2.05253370638882,0.890784878087261,1.09390761467326,0.912355948666921
2.05196962493354,0.891633264022058,1.09423995858585,0.912044007249021
2.05059628312626,0.892221110263843,1.09455954478728,0.911745024905103
2.04843805903136,0.892569721554182,1.09486732875284,0.911458130499728
2.04552670369488,0.892698646851723,1.09516416185095,0.911182540012892
2.04190000220044,0.89262617306161,1.09545083079717,0.910917524919897
2.03759642591343,0.892368685432533,1.09572804196418,0.910662421600331
2.03265288544277,0.89194000845815,1.09599642376114,0.910416634265129
2.0271064921297,0.891352328826096,1.09625658129182,0.910179579780808
2.02099197533252,0.890616267227453,1.09650902932075,0.909950752813843
2.01433656053038,0.889740267804872,1.09675424568887,0.909729674225351
2.00716322846648,0.888730463627114,1.096992671111,0.909515897246189
1.99949834853765,0.887593145248995,1.09722472168789,0.909308997840153
1.9913701559089,0.886336082471428,1.09745076127241,0.909108597002889
1.98280639410432,0.884967601166171,1.09767112633497,0.908914343989707
1.97383861638724,0.883494607446875,1.09788615140225,0.908725884666544
1.9644977849709,0.881921550538027,1.09809612949799,0.908542905792388
1.95480772481017,0.880252703093994,1.0983013444869,0.908365093483251
1.94479103563092,0.878494268621914,1.09850203217784,0.908192185826473
1.93447288733303,0.876652336870232,1.09869842129974,0.908023922109779
1.92388338791774,0.874730569437547,1.09889069451063,0.907860094215151
1.91306320598363,0.872731003354948,1.09907901969671,0.907700505485771
1.90205536537631,0.870657378114654,1.09926357167056,0.90754496299398
1.89089257971042,0.868515860493176,1.09944452425585,0.907393269214922
1.87960002055456,0.866311606260112,1.09962198162601,0.907245292669877
1.86819620487231,0.864045323842362,1.09979605924012,0.907100888166253
1.8566852685806,0.861712050181128,1.09996685490899,0.906959935861199
1.84505818703933,0.85930504018476,1.10013448747804,0.906822295304026
1.83330006835807,0.856820924760901,1.10029906832299,0.906687841693734
1.82140501390374,0.854260618284169,1.10046071825159,0.906556424490047
1.80938624672006,0.851626138989054,1.10061950354155,0.906427948694319
1.7972677296358,0.84891698352661,1.10077556299244,0.90630224133551
1.78507158393453,0.846129103037202,1.10092895450922,0.906179214448183
1.77280959147454,0.843256659921676,1.10107977554637,0.906058735268756
1.76048482093814,0.840296192340005,1.10122805532928,0.905940747900105
1.74811308342721,0.837250959772285,1.10137382544488,0.90582518870956
1.73573765795392,0.834130652993879,1.10151707777723,0.905712041139717
1.72339950846727,0.830946169471146,1.10165788683828,0.905601220925441
1.71111616884926,0.827706701053498,1.10179637388871,0.905492610187723
1.6988976093281,0.824416705919057,1.1019326395141,0.905386110132371
1.68675448135512,0.821077300156172,1.10206683873322,0.905281581549752
1.67468986374348,0.817690079606769,1.10219912306412,0.905178892506686
1.66269345306656,0.814254801253634,1.1023295136796,0.905078025864532
1.65075635756242,0.810762251158914,1.10245804761385,0.904978945307803
1.63889603316318,0.807197004344774,1.1025847616297,0.904881616198311
1.6271392237711,0.803548767341367,1.10270965938867,0.904786031157872
1.61547818738752,0.799816307396588,1.10283275332419,0.904692187392635
1.60386263774102,0.796000518309394,1.10295407469738,0.904600070583431
1.59223952651956,0.792100240609459,1.10307361637127,0.90450969383783
1.5806019035952,0.788115589818947,1.10319134505699,0.904421090617712
1.56897321730765,0.784044754494941,1.10330731888938,0.904334213172324
1.55736141314457,0.7798831498147,1.10342159336404,0.904249014408368
1.54578008646295,0.77563375734964,1.10353418736773,0.904165467675637
1.53428462812936,0.771311018269115,1.10364515451247,0.904083519394861
1.52294581846416,0.76692639899453,1.10375452933406,0.904003132195599
1.51178247596114,0.762478356976873,1.10386234111355,0.903924272649939
1.50073727375813,0.757958456378577,1.10396865018127,0.903846865761826
1.48972797830669,0.753360117483367,1.10407350743719,0.903770836813002
1.47871235156054,0.748679162911277,1.10417690487707,0.903696160420389
1.46771996987247,0.743911291501119,1.10427879613225,0.903622865294827
1.45681522274967,0.739055036193689,1.10437914009407,0.903551000983859
1.44600303117265,0.734116790429053,1.10447796426531,0.903480570264173
1.43521632709579,0.729102288013156,1.10457536368811,0.903411517240093
1.4244004998449,0.724009822288191,1.1046714734018,0.903343744165416
1.41351033767674,0.718835817515019,1.10476633566131,0.90327721806267
1.40246048527267,0.713579529060566,1.10485991620528,0.903211951316847
1.39117760329496,0.708241298723445,1.10495217474351,0.903147957556294
1.3796217834513,0.702820704644503,1.10504305666252,0.903085267970495
1.36775687500272,0.697314946233685,1.10513257929324,0.903023874895165
1.35557865470999,0.691721098987312,1.10522076359191,0.902963768174709
1.34312382700737,0.686038809427255,1.10530760493094,0.902904997101309
1.33042047276419,0.680266515142868,1.1053932451702,0.902847476407051
1.31747489368373,0.674402531675243,1.10547767924039,0.902791272903319
1.30428172475477,0.668442143969244,1.1055610098862,0.902736311002334
1.29081320871911,0.662385262550389,1.10564321476026,0.902682622232078
1.27706317027978,0.656243885189715,1.10572432234138,0.902630143163971
1.26309130416236,0.650026846151834,1.10580432065145,0.902578858587562
1.24897848548727,0.643732168007476,1.10588317999302,0.902528733940395
1.23480248720905,0.637354542718125,1.10596078546094,0.902479834706042
1.22060826278025,0.630888093891435,1.10603714823534,0.902432113885512
1.20639075378697,0.624322189993074,1.10611230934777,0.902385532650863
1.1921384966656,0.617645315648728,1.1061863213501,0.902340031687994
1.17783845577671,0.610853445302678,1.1062592578647,0.902295565078728
1.16352855427781,0.603961369403376,1.10633114759403,0.902252101629879
1.14932758488052,0.59699708749928,1.10640182713453,0.902209819166026
1.1353724047108,0.589974182190576,1.10647143868423,0.902168606647187
1.12173048104052,0.582877504135226,1.1065399437806,0.902128532191799
1.10830417778905,0.575676870902372,1.10660739337907,0.90208955889461
1.09488741382874,0.568357249606458,1.10667381882067,0.902051671979805
1.08130953738943,0.560935607502819,1.1067391925583,0.9020148996295
1.0674943945001,0.553445969871497,1.10680345867069,0.901979304423608
1.05344207245755,0.545902633706134,1.10686645849363,0.901945037559314
1.03918933231866,0.538289101482544,1.10692826982775,0.901912019331966
1.02479091237582,0.530582287549793,1.10698889397131,0.901880228062467
1.01029729703487,0.522772506663942,1.10704831112646,0.901849657897778
0.99577874621703,0.514863755797834,1.10710656501383,0.901820266928232
0.981286838374233,0.506862445556603,1.10716360971871,0.901792076436877
0.96681437538787,0.498776633796539,1.10721950269612,0.901764995472009
0.952337429351935,0.490616202183075,1.10727438786818,0.901738851685608
0.937828390916722,0.482379989896163,1.10732824619672,0.901713616172198
0.923294262756859,0.474057821829413,1.10738110545389,0.901689223565024
0.908779385393167,0.465650778172134,1.10743301578689,0.9016656092363
0.894277522645052,0.457175067781287,1.10748386953848,0.901642839959537
0.879729977478227,0.448637420788374,1.1075336364253,0.901620915031701
0.865093383666675,0.440021151052889,1.10758245325659,0.901599670256427
0.850311120590629,0.431307934863435,1.10763016575972,0.901579158694892
0.835277518829486,0.422506022999134,1.10767678928245,0.901559288694694
0.819980041193859,0.413637067664592,1.10772251422125,0.90153983274318
0.804572634721757,0.404704172060985,1.10776710875655,0.901520975242187
0.789190909165072,0.395700255097219,1.10781054256928,0.901502700736469
0.773866807889604,0.386629144802169,1.10785280588067,0.901485016839769
0.758641042947929,0.377491659710558,1.10789389392627,0.901467919928341
0.743609542753804,0.36828189127779,1.10793369926351,0.901451580290462
0.728826869668847,0.359004430322569,1.10797242327917,0.901435918726548
0.71427161760579,0.349667562133542,1.10801010360566,0.901421036863334
0.699874682268513,0.340272503806197,1.10804670834711,0.901407032561999
0.68557233753643,0.330824367645998,1.10808228942306,0.901393898352523
0.671337863341961,0.321330752281859,1.10811696799241,0.901381478855954
0.657143679651668,0.311789400085094,1.10815060241078,0.901369836757251
0.642953566633767,0.302192093744015,1.1081832470731,0.90135886213115
0.628778101213928,0.292536351169742,1.1082149906714,0.901348437283608
0.614713577422296,0.282826938956784,1.1082456580427,0.90133862922526
0.600910924001272,0.273058067833168,1.10827520860417,0.901329416203743
0.587476774016591,0.263219414125639,1.10830378395343,0.901320628011694
0.574443280187976,0.253320124753703,1.10833114399666,0.901312466191393
0.561791494138018,0.243372569491627,1.10835731736816,0.901304876532814
0.549481176837848,0.233377782751561,1.10838240400404,0.901297774231679
0.537499454827487,0.223340348766282,1.10840654419863,0.901291031108929
0.525849369822671,0.213272502794706,1.10842969632236,0.901284700392303
0.514524184378923,0.203177646448642,1.10845171693884,0.901278897281241
0.503544379260573,0.193053140999157,1.10847261025442,0.901273599438208
0.492984780609461,0.182900380911919,1.10849253361676,0.901268637232572
0.482885751198341,0.172721865131464,1.10851156805547,0.901263900579196
0.473228951989276,0.162518884943885,1.10852964293912,0.90125941779901
0.46405692695984,0.152290654267781,1.10854669025487,0.901255230869972
0.455431909558425,0.14203680633832,1.10856264744963,0.901251372282743
0.447353619660207,0.131760321169223,1.10857753536763,0.90124780501234
0.439810397083679,0.121465245094907,1.10859150777393,0.901244390119877
0.432803573531541,0.111154135894683,1.10860451433026,0.901241204091936
0.426368460766579,0.100830273543812,1.10861639093961,0.901238440023921
0.420590142621754,0.09049654390888,1.10862718906972,0.901236110285265
0.415510462163989,0.08015584598158,1.10863702664938,0.901234110163485
0.411085200463099,0.069810638910921,1.10864574499776,0.901232525450616
0.407235669575691,0.059459832547398,1.1086534253356,0.901231241056126
0.403918445390821,0.049099388531658,1.10866020609404,0.901230111219136
0.401149951036829,0.038735542508733,1.10866598120038,0.901229228657479
0.398999599045722,0.028381165332913,1.10867081151755,0.901228526802265
0.39754546220399,0.0180369645604,1.10867460920855,0.901228080907372
0.396822643392305,0.007692919544365,1.10867739836462,0.901227813249408
